Content,Classify
"Cảm thấy buồn bì cái vết dơ đó, ko biết khi giặc sạch vết bẩn đó có hết hay ko nữa",2
"Áo cũng bth kh ok như mình tưởng, đường may không đẹp hay tại với giá gần 200k nên chỉ đc vậy thôi ???",2
"Áo form đẹp nhưng dễ đổ lông , dễ dính bụi, dễ bạc màu",2
"Mình thấy vải mỏng là mình mình k mua lại, đánh giá cho mng tham khảo mình cao m65 52kg mặc szL",2
"chất vải xịn, áo đẹp nhưng chất lượng in tệ, giặt một lần bị dính vào nhau gỡ ra hỏng hết hình size M vẫn khá to mng mua nên lưu ý",2
"Áo chất liệu hơi đểu, dão, hình in chưa mặc đã nứt, lên fom xấu, dc cái áo giống trong ảnh, giao hangd nhanh, mặc mát, tạm dc",2
Áo khá mong chất liệu cx tạm mk mua 2 cái của shop như 1 nhưng cái này thì hmm…khá tệ còn cái kia thì ok dày dặn chất đẹp “hình ảnh chỉ mang tính chất láy xu”còn áo kia mk ko mặc lên cho tk e r lên ko chụp đc ạ!,0
"Áo xù lông, đường may xấu không chắc chắn, hình in đẹp chưa rõ độ bền như nào. M70, 71 kg mặc khá rộng chưa rõ độ bền nói chung sản phẩm tạm ổn nhưng giá tiền hơi mắc với chất lượng tổng quan của áo",2
Chat lượng sản phẩm tâm giao hàng nhanh shop cần cai thiện phần giao hàng và phân tu van cho khách xem,0
Túi nhàu lắm luôn á. Size M mà rộng ghê luôn. Mùi hơi hắc. Nhưng đc cái hàng về nhanh,0
Hình ảnh không phù hợp nhưng vải cũng ổn nhưng hình in không đẹp giao hàng khá nhanh phục vụ,0
Dc cái nhìn chất phết,1
Cổ áo kiểu xấu giống mặc bị giãn mà hành mới mà hình cũng bình thường,2
"Giao hàng nhanh, giống hình, from hơi nhỏ, giao đúng, màu, đá, đặt",1
"Chất vải không được đẹp lắm , chắc chắn sẽ nóng..hình in khá ổn.",2
"Review công tâm cho ai có ý định mua này.Áo vải chất lượng yếu suýt tb,áo bị xù khi ms mua về Tệ .Hình ms về đã nứt mặc dù đã đổi áo r với giá ~~2 lốp xe ko bằng áo local khác Đảm bảo giặt vài lần vải xù như hàng chợ thấm trí hơn hình in bong hết .Shop này đx cái tư vấn hỗ trợ khách hàng tốt 3*",2
Nói chung săn sale lần này không hài lòng lắm,2
"Vì áo có hoạ tiết là sơn nên khi giặt rất dễ bị dích,khi bóc ra thì như áo da bị nổ da vậy rất xấu nên mọi người cần cân nhắc trước khi mua sp",2
"Các bạn không biết cảm nhận thế nào. Nhưng mình thấy chất lượng không được tốt . Shop cũng đã bồi thường 50k vì shop mới đổi xưởng , mn không nên mua vào thời điểm này !",2
"Shop in hình k được đẹp lắm từ chất lượng tới màu sắc kb có phải áo fake ko, nên thay đổi cái chất in hình lửa dưới áo",2
Áo quá mỏng k như trên video,2
"Váy 1 lớp , cổ khá khó chỉnh , màu be thiên vàng hơn là thiên trắng như ảnh đăng chắc do chỉnh , váy có vài cái lỗ",2
"Váy chán đời vãi, size mà rộng to thòng lòng vậy, cao m6 mắc tới gần mắt cá chân, mà phần trên thì sao sao ấy chả hiểu",2
"Bị xước vải và đường chỉ may không chắc, from thì khá đẹp, shop giao mà không kiểm tra áo trước",2
Sản phẩm được. Nhưng thái độ shop quá tệ. Không làm hài lòng khách hàng gì cả:)),2
"Không hiểu sao mua màu be nhưng nó ngả vàng nhiều lắm nhìn kì thật sự, mình muốn đổi lại màu đen mà nhân tin shop k rep, mua đồ đi chơi tết mà vậy là k vui mấy",2
Chất vải tạm dc,0
"Không đẹp. Phần trước ngực mấy rộng quá, làm mặc vào ngực lộ hết ra. Không dám mặc.",2
Con rích kéo nó ko mượt,2
"Chạy chỉ nổi xấu quá, cong cong quẹo quẹo thấy ghê còn bị lỗi mất một khúc, nhìn chán nản thà chạy chỉ chìm nhìn còn được",2
Shop làm ăn thất đức đã bị rách chỗ kéo,2
"Shop làm ăn rất không uy tín, vì lịch mình đã nhắn trước là giao nhanh cho mình nhưng không hề, mình để đến ngày shoppe tự hủy đơn cũng được, nhưng đúng ngày lại giao cho bên vận chuyển. Rất chê!!!",2
"Shop ơi, ko đổi lại được thì thôi. Sao phải xóa tài khoản làm j, ko bán thì đừng làm nữa",2
Xéc bị hỏng k đúng from rộng,2
Giao hàng lâu,2
"Váy bị hư giây kéo ,quá chật",2
Vừa nhận hàng xong và kiểm tra kĩ thì ngoi lên đánh giá liền vì quá ưng. Đầu tiên là chất vải phải nó là có độ co giãn nhẹ vải rất mềm và đẹp tiếp đó là lên form phải nói rất ư là xuất sắc . Mình 1m65 50kg mặc size L vừa vặn thoải mái ko bị bó **** NOTE: màu vải ở ngoài là màu xanh đậm hơn do góc chụp hơi sáng nên nhìn màu hơi phai chứ ở ngoài màu đẹp lắm á mng nên mua thử nha . Mà có khuýet điểm là chỉ thừa hơi nhiều. Đánh giá 1 sao vì ai mua cũng sẽ vào cmt ít sao đọc trước ))) Chúc shop buôn may bán đắt ạ .:33,1
Hàng không giống mẫu. Phom quá xấu. Chất thì với giá tiền k chê. Mọi người mua nên cân nhắc. Phom xấu vl,2
Dây kéo dỏm,2
"Nếu có âm sao t sẽ cho shop này âm luôn, tư vấn váy thì ko đúng sai về mặc ko vừa, xong dây khoá vừa kéo xuống là hư luôn hỏi tức không, kêu đổi hàng cho t mà đúng tròn 1 tháng luôn không đổi, kêu shipper báo ng nhận k muốn trả hàng, t ko nhận đc 1 cuộc gọi nào để mà nói “ko muốn trả hàng cả”, chất lượng tư vấn đã tệ, chất lượng sp cũng tệ luôn, giờ đến đổi trả hàng cũng như c*t, nếu nói tiền nào của đó thì ít nhất cái váy hơn trăm ngàn cũng phải mặc được 1 lần chứ, t ko bỏ tiền ra mua cái nùi giẻ 100k mà ko thấm nước như này shop ạ, chúc m sớm dẹp tiệm. Thân ái",2
"tạm đc.mua v thì rẻ,tay áo thun quá bó muốn mặc thì phải sửa lại.47kg size m eo hơi rộng nc ổn so với giá.Giao đúng mẫu",0
Mình cao m48 nặng 40kg nên mặc vào trông hơi rộng với mình mặc đã bị ngắn rồi nên ai trên m55 thì cân nhắc để mua nhé sợ bị ngắn quá.Giao hàng cũng nhanh mình mua để mặc tết mà còn sợ ko giao kịp cơ,0
Kh có gì nổi bật,0
Chất liệu ổn cũng có vài sợi chỉ thừa,0
Chất liệu:bth,0
Tiền nào của đấy,0
"Sản phẩm giống mẫu nhưng hơi rộng tí, nói chung cũng hợp túi tiền,ship hàng nhanh",1
"Giao hàng nhanh, vãi mỏng lắm nha, eo siêu bự mình săn giá 3k nên cũng tạm ổn",1
Hàng về rồi cũng đẹp chất lượng cũng tốt nhưng hơi rộng,1
dễ bị rách Cũng được,0
màu với chất liệu tốt nhưng phần eo rộng,0
Nếu mn muốn mặc ngắn thì mặc,0
Theo em bận thì hơi rộng phải đi bóp áo đẹp nên mua ạ,1
vải ổn,0
"Chất liệu vải mát cx ok , đáng mua nha . Sẽ quay lại ủng hộ",1
Ko có cái cho mik chọn size,0
hai dây bị lỗi chỉ thửa thẳng cổ nhiều đường may ở cổ sơ sài,2
Chất lượng sản phẩm ok dá rẻ mình cực thích ạk .... Sẽ ủng hộ shop thêm,1
"Váy xinh lắm shop ơi,nhưng mà eo khá rộng nên coi lại.",1
Sau lưng hơi rộng ạ,0
"Váy xinh, mặc vào cũng được, không có gì để chê",1
Hơi ngắn một chút vs lại cái xoẹt mơ tia nó bị rỉ séc r nên kéo cx hok có lên nhưng nói chung là hàng cũng oki một cái váy như v mà chỉ có 9k là qua xá đã,1
Đường chỉ hơi cầu thả. Chất liệu vải hơi thất vọng xíu nhưng với giá này thì cũng tạm ổn.,0
Vs 1k thì mình k mong đợi gì nhìu ns chung cx đc mn thích thì nên mua thử ạ,0
Nhưng chỗ bụng hơi bự,0
"Hàng ok, săn được hàng 1k không nghĩ lại sản phẩm ok như vậy,",1
ko đáng giá tiền phí tiền khi mua,2
Hình in thì loang lổ. dính vào nhau .m74 68kg size L rộng thênh thang. Nghe riew trên Tik Tok k tin đc mọi người ạ(giao hàng nhanh),2
"The bad god nên đổi tên thành the kém chất lượng nha, mới giặc 1 lần muốn tróc cái hình ra, logo của mình mà còn may nham nhở, đánh giá sp y chang như vải 99k, không xứng đáng ở mức giá này. Mua 3 cái chắc ok mỗi 1 cái.",2
"Hình lửa hơi lỗ lỗ, hơi nhăn ko có giấy thơm",2
Áo vải rất xấu đổ lông mua cảm thấy không đáng tiền,2
Hàng nhìn đc nhưng k biết có bóng k in thì k hết nốt vạt áo như ăn xin,2
Mua 2 cái một l với một xl mà gửi về 2 cái L vải thì chất lượng khác nhau hình in cũng khác nhau lừa vãi bìu,2
"áo quá xấu, chất liệu quá tệ ko đáng tiền để mua",2
"Hình in bị lệch quá lớn , vải nhăn . Giao hàng lâu . Mình quên quay vid lúc bóc hàng , nhưng thật sự thất vọng về sp",2
"Khác vs mô tả,shop ghi size ko đúng, áo mua về mặc đc mấy bữa bị xù bông, mới mua đổi trả cx ko đc ln, thất vọng",2
Chưa mặc lần nào áo đã xù,2
Chán. Chả hiểu sao lượt mua nhiều kinh khủng ? Mình mua áo về mặc 3 tiếng giặc 1 lần nát hình hết luon ? cổ áo k chắc chắn. Thấm mồ hôi khá tốt nhưng mua qtrong là hình in mà giặc 1 lần đã bay thế thì sao dám mặc lần 2 :) KHÔNG BH MUA LẠI Ạ,2
Hàng khá tốt và đẹp ạ,1
"Không thể chấp nhận được cái kiểu áo rách thế này , hình in chắc giặt cái tróc ngay vải này chắc chắc sẽ xù mà lại còn nóng nữa chứ … bán hàng chán ghê",2
Áo ổn áp .nhưng mà cách đóng gói rất tệ và khi mình mở áo ra thì có mùi chua,2
"Ảnh không liên quan lắm nhưng mà mình hơi thất vọng về đây là cái đầu mình locap brand mà vải tệ như vậy, vải rất mỏng mình nghĩ một locap brand lớn như vậy sẽ đẹp lắm nên mình ms đặt ai ngờ về nó rất xấu mình coi trên tik tối rất đẹp cái lửa nó còn dính vào nhau nx chớ mình phải gỡ từ từ ra hazz!",2
"Mình có đặt size L bên shop xong k vừa thì mình muốn đổi size Shop bảo mình gửi riêng thì mình cũng đồng ý mà gửi đúng áo cho shop xong lúc nhận thì shop lại bảo là k phải áo của shop,Do sai sót mình k quay video khi gửi hàng,Thì shop bảo check lại cam bóc hàng cho mình xem,nhưng k thấy shop gửi.bịp",2
"Khuyên chân thành các bạn cứ COD cho chắc ăn, k lại mất tiền oan, rước bực vào người như mình.",2
"Thật sự là lần đầu mua hàng đã hy vọng rất nhiều nhưng khi nhận được áo thì lại quá thất vọng. Chất áo cực kì tệ so với giá tiền. Với giá tiền này thì mọi người sẽ có nhiều sự lựa chọn khác tốt hơn chứ kh nên mua chiếc áo này, chất vải rất xấu và không phù hợp với giá tiền.",2
Ae nào muốn mua áo thì cần tìm hiểu kĩ .hình in thì kẽo ra có hiện tượng bị bong tróc.,2
"Tôi vẫn chưa hết bàng hoàng đây là thương hiệu của the bad god đc nhiều các bạn review khen các thứ luôn á ,chất áo thì mỏng ,quá nhiều chỉ thừa , hình in thì không phải nói chứ quá tệ lần đầu cũng như là lần cuối ạ .",2
Form áo xấu. Tay áo quá dài. Màu áo như áo cũ v đó. Màu đen mà như màu phơi tám nắng rồi vậy. Quá thất vọng. Sẽ k bao giờ quay lại ủng hộ. Thấy review cũng đẹp ai ngờ. Vải như áo mấy chục nghìn. K đáng tiền,2
Áo chất vải quá xấu,2
áo thì mỏng mua mâyd caid ảo ở shop này r mà áo nào cx mỏng thua mâyd cái ảo 150k,2
shop bán hàng tệ . nói đổi hàng từ mấy tuần trước nói đang giao giờ kiu đổi mẫu hàng bị lỗi,2
"Áo giống ảnh cơ mà vải quá mỏng, so với giá tiền thì vải quá mỏng ... Nên cân nhắc",0
áo chất nó nhão nóng giặt vài lần là hỏng giá đắt không nên mua,2
Áo cỡ m mà mặc như 8nguoi mặc chung vẫn rộng. Nói chung quá tệ. Lừa đảo . Mn không nên mua ạ,2
Áo dễ chảy sệ áo nhanh bị dão với mức tiền như vậy thì vẫn còn rất nhiều áo khác để mua,2
"from áo quá xấu, chất liệu quá tệ vừa mới bóc ra cảm giác ko đáng tiền để mua",2
"Đóng gói tạm ổn, chất vải mát nhưng hơi mỏng, tay bo chun cũng oke lắm, dây buộc khá chắc chắn, phần cổ hơi rộng nên buộc dây lại bị tuột vai áo+ phần khoét may ko đều nha. Điểm trừ là phần eo ko có bóp dô nên nhìn như có bầu vậy á(tui phải lấy kẹp tóc kẹp phía sau để chụp hình í)",2
"Vải thừa hơi nhiều , nhma với số tiền này thì vẫn ok nha , ko có ngực mặc ko đẹp lắm",0
Giao hàng nhanh dải,1
Aisss đại khái là cũng đc mỗi tội cái làm phồng dày bị méo nên cái dày méo theo đi không đúng from lắm nhưng mà cũng hơi cứng cũng nên mua mới có trăm nghìn cũng không đòi nhiều,0
đẹp nhưng mà hơi mỏng so với giá tiền cũng hợp,1
"Đúng với mô tả:vải mỏng, ngắn",0
Váy đẹp nhưng hơi ngắn vải ổn rộng quá tầm 45 50 cân cao m6 mặc vừa,0
Chất lg sản phẩm tạm ổn thời gian giao hàng nhanh chóng shop phục vuu tình nói chung là suy nghĩ trc khi mua nha vải mỏng với ngắn,0
Đối vs giá tiền như z thì rất tốt mik mua hơi rộg nhưng vẫn đẹp.,1
Đúng với mô tả:hơi ngắn không được qua cả nửa đùi chắc tại mình hơi cao so với váy,0
sản phẩm hơi ngắn có vài chỉ thừa hợp vs giá tiền,1
váy khá giống hình nhưng rộng quá nên may eo nhỏ lại phần tay bồng nhỏ lại,0
Đúng với mô tả:hơi rộng một xíu,0
Đúng với mô tả:Rộng một. Tí,0
Chỉ thừa nhìu vãi :))),1
Mang ko ổn eo thì rộng rất rộng chun ở tay thì bó,2
"Sản phẩm nhăn dúm cổ ,dây buộc thì xoả k đẹp",2
"Vải dù, rất mỏng, chỉ thừa nhiều, eo rất rộng luôn. mặc lên như áo babydoll",0
Đúng với mô tả:ko bên ngoài váy hơi ngắn chất vải xấu,2
váy tạm ổn nhưng vải mỏng,0
"Hơi ngắn, 49kg size M còn rộng . Tạm ổn",0
Đúng với mô tả:k nha ngắn hơn so vs ảnh,0
"Sơ sài quá, tiền nào của đó thôi",1
Đẹp,1
Cũng đáng để mua.,1
Đúng với mô tả:hơi rộng eo:<,0
Rộng mỏng,0
Em lấy,1
"Váy siêu dài luôn, mình 1m5 mặc như hình ạ, chất vải co giãn nên mặc khá thoải mái",0
"Giao hàng nhanh chất dày dặn, m m68 53kg mặc vừa và đứng dáng tuy nhiên phần ngực thì không ưa chút nào m đã xem đánh giá của mn và thấy giống y hệt mình nhưng mn vẫn khen đẹp thì shop rất may mắn còn đối với m chỉ cho shop 3sao thôi và sẽ đi sửa lại cho ôm vào người hơn",0
"Đặt sz S nhưng phần ngực khá rộng, kh ôm khít",0
Đúng với mô tả:không giống hình ảnh,0
"Màu kem đẹp, cổ áo hơi ngắn về 2 bên vai, xoắn ở ngực nhiều một chút là đẹp nha :(((",0
Vải đẹp chất ok nhưng Váy cứ có mấy cái lỗ nhỏ nhỏ ntn làm xấu váy quá,2
"Giao hàng nhanh, đúng đủ số lượng, bộ hồng và xanh xinh, váy thì không xinh lắm, hơi rộng size nữa, chất cũng bth, đồ bộ thì ưng nha mn",0
"Nhiều người comment về lỗi phần ngực cổ áo và vết lỗ cháy phía trong, chắc do đốt chỉ thừa, mình cũng bị vậy, váy may chưa được chuẩn, thế mà bán đến bao nhiêu cái rồi mà shop vẫn ko chịu khắc phục lỗi này, shop thật may mắn khi vẫn bán được hàng tốt, vẫn nhận được nhiều đánh giá 5 sao!",2
"Mình rất mong đợi sản phẩm này nhưng hàng về ko ưng xíu nào cả. Màu sắc đậm hơn mô tả, ko ưng sp nhưng giá rẻ ko đòi hòi gì thêm",2
"hơi dài , nhiều chỉ thừa nhưng mặc đúng size rất ôm dáng đẹp",1
"Đầm form đẹp nhưng màu không giống hình, đặt màu be nhưng nhận màu đậm hơn nhiều",0
"Mở bọc ra hơi hôi nha shop , váy dài , vải okila , mà ngửi mùi áo không giống hàng mới cho lắm , có mùi kì lắm shop ạ",2
Size S mà siêu rộng và dài. Mình m6 47 kg mặc như cái mền luôn. Các bạn cùng số đo cân nhắc,0
Đầm thì ok .. nhưng nt nói shop gửi 2 màu vậy mà vẫn gửi 1 màu(shop ko tôn trọng khách hàng),2
"Đầm này thì chất liệu xấu nha, mấy đầm kia thì ok còn cái này mình ko thể mặc được luô",2
Đặt size S nhưng nhận lại là size M rông eo phần ngực bị toè ra phí trước phải mang đi sửa mới mặt được,2
Shipper giao hàng sai tuyến...chê nha..nên mk chỉ để ba sao thui,2
"Khá giống, chìm da from ko đẹp lắm, chưa được ưng ý.",2
Váy có chất vải nóng. Mặc lên người ko đúng form . chỗ ngực thì k ôm sát,2
"Đúng màu, đúng size, giao hàng lâuuuuu, CSKH tệ, váy có bị rách 1 đường",2
Vải váy rất đẹp nha mọi người ♥️♥️♥️,1
1m55 dài tới mắt cá chân,0
From Váy hơi xấu,2
Màu khác áo với hình ảnh,0
Váy bị bẩn quá nhiều,2
Rộng quá lên dáng k chuẩn huhuuuuuuuuuuuuuuuuuu,2
Hàng chất lượng ko bị rộng thoải mái ok mát hợp giá tiền ok chất,1
Đặt áo màu be nhưng màu be của shop thì lạ lắm chất vải cũng bình thường phù hợp với giá tiền không bị nhão nhưng màu áo thì rất chê nha cảm giác mặc lên người là càng đen da hơn,2
Chất áo có vẻ đổ lông vãi mỏng hình in đẹp kh lem chỉ đường may kh đc gọn lắm cần cải thiện tiền nào của đó hoi nói chung mặc cg đc kh chê,0
"Tgian giao hàng cx nhanh , hình in và cả áo giống hình nhưng mỗi tội là vải bị mỏng quá ạ nhma với giá 78k thì kh đòi hỏi gì nx :/",0
"Đánh giá rất thấp về sẵn phẩm, cùng mẫu với nhau nhưng chất vải không hề giống nhau. Màu trắng vải kiểu khác rất mỏng,không đáng đồng tiền… mong shop xem lại",2
"Vải thô, i hệt như mấy cái qao mà mn đặt trên shopee mà đóng gói sơ sài ý, sờ rất thô luôn, k đc mịn và k co giãn đc 4 chiều, mình săn sale nên 2c chỉ mất 43k thôi, mọi người muốn mua thì nên cân nhắc.đường may k chắc chắn lắm, cho 4 sao vì shop phục vụ nhiệt tình",0
"Thật sự màu trắng áo nó mỏng, cổ áo còn may bung chỉ nữa. Haizzzz không biết sao mặc nữa shop à.",2
"Mặc mát, thơm khuyên mn nên mua size vừa mình thôi mình m58 mặc size này qua mông( nhìn nó cứ mỏng mỏng sao í)",1
"Đúng với mô tả:Giao hàng nhanh, giá rẻ, vải khá mỏng mặc mát thoải mái , phần cổ áo hơi rộng ,mà đặt xanh rêu giao xanh này tươi quá hog giống màu xanh của shop đăng",1
Mn nên mua nhaaaaaaaa,1
giao hàng lâu chất vải xấu,2
Vải mỏng nhưng mà thôi tiền nào của nấy nói chung vải kh cứng lắm ổn,0
"áo mỏng, rất rất mỏng, cũng may mua màu đen chứ mà mua màu trắng chắc nội y lộ hết, được cái lên form khá ổn, với giá tiền này thì có thể mua vergency hay hardmode vải đẹp gấp mấy lần như này, thoi coi như là trải nghiệm vậy !",0
"Áo cũng đẹp nhưng hơi vàng nhé mọi ng hình in thì đẹp cực á vs giá tiền thì mik k đòi hỏi nhiều nè mặc lên dáng cũng rất đẹpp,hình ảnh sau mang tính chất nhận xu hihi",1
Với giá tiền rẻ hơn 15k với các shop tui đã mua thì chất liệu không giày bằng cũng đúng lên không kì vọng nhiều,0
"mình mua 2 cái , màu đen và trắng, có chút vải thừa nữa. Được cái in hình ok",0
Đặt 2 cái đều sz L mà cái trắng dài hơn :)) đặt sz L j mà như kiểu XXL ý,0
Shipp nha shpper thân thiệt cũng đc,0
"Áo nói chung rất ưng chỉ trừ có cái hình in mặt sau bị hở ra thui, vải nhẹ hơi dày, nên mua nha mng",1
"Giao hàng nhanh ok, áo thơm, vải ổn, size áo đúng, nhưng mà màu be này lạ lắm:)))) nó đậm hơn 2 tông so với hình nên mình cũng k ưng í lắm mng ạ. Nhưng tại giá cũng rẻ nên k đòi hỏi j",0
"Chất đẹp hơi mỏng nhưng hợp với số tiền, hình in sắc nét, có kèm giấy thơm nên áo thơm lắm",1
"Đặt màu be giao màu trắng,hơi mỏng nhưng vẫn ổn có miếng thơm quần áo,ít chỉ thừa",0
Đúng với mô tả:cân nhắc kĩ trc khi mua,0
cá nhân mik thấy thất vọng với áo màu xanh ko giống ảnh,2
"Phông áo đẹp, đúng với mô tả mặc mát. Mình nhận đc hàng thì hơi bị dơ ở cổ áo 1 xíu nhưng mà mặc ok lắm",1
Màu áo đepj shop phục vụ rất tốt mắc rất mát màu đpej cảm ơn những lời nhắc nhở khi sd áo của shop,1
"Giao hàng nhanh, chất vải hơi cứng, vừa giá tiền không đòi hỏi hơn",0
T thấy đánh giá vải dày mặc mát. Thông tin áo thì shop để là cotton xong cái chất áo ngoài thì là ni lon mỏng hơn cả mỏng ko co dãn. CHẤT áo y hệt cái chất mà ở bộ đồ 28K t mua trên tiktok. bỏ ra 80K để mua cái áo ch đến 28K. NHƯNG MÀ sau khi nhắn tin với shop thì shop xin lỗi mình và gthich do đợt này lô sản xuất bị lỗi,0
"Sản phẩm phù hợp với giá tiền ,chất mát lắm nha",1
Vải hơi mỏng với mềm nên váy k đứng form gì,2
Chưa mặt nên k pjk vừa k . Nhưng nhìn màu vải rất OK dày dặn k mỏng ạ . Giá tiền hợp OK nên mua,1
cái túi bị đùng vải nhúm lại . phải cắt ra may lại . giao hàng nhanh . vải đẹp,0
"Vải bò hơi xù, xờn. Vừa về chưa mặc đã xù, sờn, hơi cũ nma mặc tạm được. Ok",0
"Ok, cũng tạm. Tuy nhien đường may khá hời hợt, may chồng lên, không chắc chắn",0
"Quá rộng luôn, đặt size S rồi mà còn rộng. Như một cái bao bố quàng lên người chứ k phải chân váy nữa. Dạo này xem đánh giá của khách cũng k khách quan lắm nữa.",2
"Màu hơi tối, chất vải dày dặn, không có chỉ thừa, váy thử vừa vặn",0
Quá tệ nha vải hơi mỏg vs lại xù lông nx ik chag quần cũ z ns chug là nên xem xét kĩ khi mua theo mik thì ko hài lòg lắm,2
Với giá tiền này thì tầm trung không đẹp không xấu,0
"Cx ok lắm nha ,lần sau ủng hộ shop tiếp",1
Chân váy k đều bên dài bên ngắn,2
"Từng mua 1c y hệt ở shop khác, cùng giá nhưng shop này chất k được đẹp như ở shop kia, được cái săn sale nên giá mềm hơn, giao hàng cực nhanh",0
Tạm ổn so với giá chát liệu ok giá thành hợp với sinh viên cũng khá ổn,0
"Mình đặt thấy hơi to. Váy chất đẹp , đặt size M hơi rộng xíu ( hơi dài xíu)",1
"Thời gian giao hàng nhanh, đóng gói cẩn thận, màu hơi khác ảnh, vải mỏng, giặt 1 lần bị suồi chỉ",2
"nhma shop đóng gói ok, ship nhanh ạ",1
"Hơi rộng vs mình, còn lại ổn áp nhaaaaaaaaaaa",1
"Hàng ổn, chất vải mềm mại, y hình, chỉ có màu là mình không ưng lắm",2
"Vải mỏng, màu xinh, xẻ tà sau khá sâu, bị rách phần tà, có mùi hơi khó chịu",2
M56 mặc S hơi rộng. Màu được không quá dày cũng không quá mỏng. Giao hàng lâu đặt từ 12 mà 21 mới có hàng tạm ổn,0
Hàng xấu hơn ảnh nhiều không như kì vọng dáng form quá rộng màu khoing giống ảnh xanh không đẹp,2
Đúng với mô tả:ko giống hình màu ngoài đậm lắm hơi thất vọng,2
Ảnh và video mang tính chất minh hoạ. Form váy oke nhưng mà giao váy ko có nút.,0
Đúng với mô tả:khá ok,0
"May lệch lưng, vải tạm dc, kiểu chữ A, k suông.",0
Chất liệu:váy cũng oce nên mua tuyệt vời hahhh hiii quần đùi sẽ quay lại mua ủng hộ hộ dhop,1
Đặt xanh nhạt về xanh đậm,0
"Vải bị xù rất nhiều nha, nhưng shop bảo sẽ đổi cho mình rùi, nào hàng về lại mình sẽ sửa đánh giá sau nha!",0
"Hàng giao khá nhanh , shipper thân thiện , đóng gói chắc chắn , nhưng mà có điều mình thấy chát vải giống như vải của áo mặc bóng đá vậy , với số tiền này thì mình có thể mua đc áo ổn áp hơn",0
Nên suy nghĩ kĩ khi mua,0
"Giao hàng nhanh 3 ngày là đã có rồi nhưng vải rất mong nhìn ngoài đời xấu hơn trong ảnh nhiều rộng quá ,nên cho 3 sao",2
"Vải mỏng như cánh chuồn chuồn, chỉ thừa lum la. Như áo 35k lề đường:)",2
"Kiểu thì đẹp, in cũng ổn, nhưng vải áo khá là mỏng cho tầm giá, nếu giá thật mà vải như thế thì không đáng mua. Giặt vài lần chắc là bỏ.",2
"vải hơi nóng với bị mỏng nữa, k rcm mua màu trắng đâu mn oi",2
"áo quá mọng ko phù hợp với giá tiền , logo dán . như cuwts",2
"Vải thô ráp, nóng, ko quá dày, hơi mỏng, tưởng to may là mặc vừa, chất lượng áo hơi xu nhưng mà áo khá đẹp, với giá sale thì ổn chứ giá bth thì ko phù hợp với chất lượng",2
"Mình đặt 2 áo, 1 hồng 1 trắng, áo hồng đúng chất vải rất ok, có tem sau trong crew. Riêng áo trắng vải rất là dỏm, dễ dãn, giặt nhiều sẽ bị xù lông và kh có tem sau crew trong áo. Shop lớn bán nhiều nên mong shop cân nhắc đồng nhất 1 loại vải cho khách hàng, giao như v rất là phí tiền của khách (ý kiến riêng)",2
"Áo trắng rất mỏng, chất dãn dễ nhăn, chất này giặt nhiều sẽ bin co áo, rất k hài lòng, chữ sau áo là dán,áo đen thì dày hơn 1 tí, củng tạm ổn, mong shop lần sau cải thiện hơn, 7-80k 1 cái áo như này thì k nên mua đâu",2
Hàng giao nhanh nhưng vải mỏng không giống như hình minh họa,2
"Giao nhanh nma vải quá là mỏng mặc dễ bị lộ, mới nhạn đã thấy có 1 cái lỗ như bị chuột cắn",2
"Vải mặc nóng nha, chắc sẽ sớm xù lông",2
chất lượng mặt hàng đi đôi với giá tiền giao hàng nhanh shop hơi nhiệt tình,0
"Áo bình thường chả có gì đặc sắc màu sắc cũng không như mẫu, nói chung tiền nào của đấy nên thôi chấp nhận vậy ai mua hàng của shop này nên mua màu đen chứ mấy màu sáng mỏng lét",0
Chất vải hơi mỏng dễ xù mặc nóng. Tuy nhiên thì cũng phù hợp với giá tiền,0
Áo rộng cũng tạm đc nha mn,0
"Vải mỏng, giá tiền này mà được cái áo không ưng lắm , gần cả 100k",2
Đúng với mô tả:cổ hơi to tí,0
mình nghĩ dễ xù lông lắm được cái lên from đẹp,0
Mua 2 cái cùng loại ra 2 màu khác nhau,0
Shop giải thích giúp mình ạ.,0
"Màu sắc:trg ảnh màu xanh rêu đẹp ngất, nhận hàng màu thì như này",0
Sp lúc mới giao về mở ra thì có 5 6 chỗ hơi bung chỉ nói chung trong tầm giá thì vẫn chấp nhận được,0
"Áo khá mỏng, nhưng số tiền vậy thì không đòi gì thêm",0
"Sản phẩm này rất đang mua nha , vải rất là mềm đẹp không quá mỏng , màu áo rất là đẹp luôn",1
cũng ưng nma nhìn từ xa thôi chứ nhìn gần vải cũng mỏng mặc cũng hơi nóng nma nhìn chung khá ổn với số tiền nchung bảo để mua lại thì chắc là không,2
áo giao đúng mẫu màu hơi sáng so với hình vải hơi mỏng nhưng cũng tạm so với giá,0
"Áo bên shop cx khá đẹp , tuy nhiên mong shop thay đổi logo của local vì nhìn logo hiện tại trông k đẹp lắm , và local nổi tiếng mà đóng gói xấu . Mong shop lắng nghe góp ý",2
Áo vải đẹp hình in chất lượng nhưng không có nhãn mác và bao bì thì cũ dơ có mùi thối( hình ảnh chỉ mang tính chất nhận xu),2
"Vải áo mỏng đứng dưới đèn là thấy nội y bên trong, hình in bị dính vào nhau, may mà mua lúc săn sale chứ với giá gốc thì tức ói máu",2
